id,code,name,category,price,stock,available,description,image
0b93dca5-b025-11f0-0a80-1bab0027c610,01892,"Лонгслив Bape CDG (L, Черный)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/6b86cf33-6c2e-4aa2-8a47-26e8f41a4ee9
0b9628f2-b025-11f0-0a80-1bab0027c617,01893,"Лонгслив Bape CDG (S, Черный)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/6b86cf33-6c2e-4aa2-8a47-26e8f41a4ee9
0b98a262-b025-11f0-0a80-1bab0027c61e,01894,"Лонгслив Bape CDG (XL, Черный)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/6b86cf33-6c2e-4aa2-8a47-26e8f41a4ee9
0b9b29af-b025-11f0-0a80-1bab0027c625,01895,"Лонгслив Bape CDG (m, Черный)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/6b86cf33-6c2e-4aa2-8a47-26e8f41a4ee9
d70a3ece-b025-11f0-0a80-110900279efd,00214,Лонгслив Bape Chrome Hearts,Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/0664eaa6-e5be-4d61-9d75-fba491cab44d
e163b880-b025-11f0-0a80-082f002887f8,01916,"Лонгслив Bape Chrome Hearts (Черный, 2XL)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/0664eaa6-e5be-4d61-9d75-fba491cab44d
e167e9ed-b025-11f0-0a80-082f00288800,01917,"Лонгслив Bape Chrome Hearts (Черный, L)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/0664eaa6-e5be-4d61-9d75-fba491cab44d
e16bac8e-b025-11f0-0a80-082f00288807,01918,"Лонгслив Bape Chrome Hearts (Черный, M)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/0664eaa6-e5be-4d61-9d75-fba491cab44d
e16ec0f8-b025-11f0-0a80-082f0028880e,01919,"Лонгслив Bape Chrome Hearts (Черный, S)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/0664eaa6-e5be-4d61-9d75-fba491cab44d
e172152c-b025-11f0-0a80-082f00288815,01920,"Лонгслив Bape Chrome Hearts (Черный, XL)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/0664eaa6-e5be-4d61-9d75-fba491cab44d
7d0bd4a0-a9d7-11f0-0a80-0fdb00288c85,00193,Лонгслив Bape Star Wars,Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/36ec830a-a2fe-4711-9ddd-564c25d0635e
8ba108f8-a9d7-11f0-0a80-16440028bc80,01782,"Лонгслив Bape Star Wars (2XL, Черный)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/36ec830a-a2fe-4711-9ddd-564c25d0635e
8ba3eddb-a9d7-11f0-0a80-16440028bc87,01783,"Лонгслив Bape Star Wars (L, Черный)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/36ec830a-a2fe-4711-9ddd-564c25d0635e
8ba6602f-a9d7-11f0-0a80-16440028bc8e,01784,"Лонгслив Bape Star Wars (M, Черный)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/36ec830a-a2fe-4711-9ddd-564c25d0635e
8ba8f51e-a9d7-11f0-0a80-16440028bc95,01785,"Лонгслив Bape Star Wars (S, Черный)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/36ec830a-a2fe-4711-9ddd-564c25d0635e
8bab6208-a9d7-11f0-0a80-16440028bc9c,01786,"Лонгслив Bape Star Wars (XL, Черный)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/36ec830a-a2fe-4711-9ddd-564c25d0635e
ad001f73-b025-11f0-0a80-075b0027c200,00213,Лонгслив Bape spanch bob,Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/3aed6dd5-19d0-4695-9206-a0ae047e8a69
bc53cf04-b025-11f0-0a80-16c40028b627,01911,"Лонгслив Bape spanch bob (Черный, 2XL)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/3aed6dd5-19d0-4695-9206-a0ae047e8a69
bc55f7b6-b025-11f0-0a80-16c40028b62e,01912,"Лонгслив Bape spanch bob (Черный, L)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/3aed6dd5-19d0-4695-9206-a0ae047e8a69
bc57e329-b025-11f0-0a80-16c40028b635,01913,"Лонгслив Bape spanch bob (Черный, M)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/3aed6dd5-19d0-4695-9206-a0ae047e8a69
bc59bb2f-b025-11f0-0a80-16c40028b63c,01914,"Лонгслив Bape spanch bob (Черный, S)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/3aed6dd5-19d0-4695-9206-a0ae047e8a69
bc5bc09b-b025-11f0-0a80-16c40028b643,01915,"Лонгслив Bape spanch bob (Черный, XL)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/3aed6dd5-19d0-4695-9206-a0ae047e8a69
c5b96ab7-b997-11f0-0a80-01af0031e2fc,00221,Лонгслив Bape twins,Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/232f8469-b389-4741-87a2-eba34fa0010f
cf1e802e-b997-11f0-0a80-182e00319863,01947,"Лонгслив Bape twins (2XL, Белый)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/232f8469-b389-4741-87a2-eba34fa0010f
cf221be1-b997-11f0-0a80-182e0031986b,01948,"Лонгслив Bape twins (L, Белый)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/232f8469-b389-4741-87a2-eba34fa0010f
cf24d5bf-b997-11f0-0a80-182e00319873,01949,"Лонгслив Bape twins (M, Белый)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/232f8469-b389-4741-87a2-eba34fa0010f
cf27b23b-b997-11f0-0a80-182e0031987a,01950,"Лонгслив Bape twins (S, Белый)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/232f8469-b389-4741-87a2-eba34fa0010f
cf2aa81b-b997-11f0-0a80-182e00319881,01951,"Лонгслив Bape twins (XL, Белый)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/232f8469-b389-4741-87a2-eba34fa0010f
81944c77-b997-11f0-0a80-05d30031d154,00219,Лонгслив Bape термохром,Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/7ae55af9-cc95-4f5a-9277-cdff6458d195
8c59b018-b997-11f0-0a80-16a200313944,01937,"Лонгслив Bape термохром (Черный, 2XL)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/7ae55af9-cc95-4f5a-9277-cdff6458d195
8c5bfa5a-b997-11f0-0a80-16a20031394b,01938,"Лонгслив Bape термохром (Черный, L)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/7ae55af9-cc95-4f5a-9277-cdff6458d195
8c5e040e-b997-11f0-0a80-16a200313952,01939,"Лонгслив Bape термохром (Черный, M)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/7ae55af9-cc95-4f5a-9277-cdff6458d195
8c600f32-b997-11f0-0a80-16a200313959,01940,"Лонгслив Bape термохром (Черный, S)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/7ae55af9-cc95-4f5a-9277-cdff6458d195
8c620cad-b997-11f0-0a80-16a200313960,01941,"Лонгслив Bape термохром (Черный, XL)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/7ae55af9-cc95-4f5a-9277-cdff6458d195
099e40dd-26ad-11f1-0a80-1bc7002fe2af,00288,Лонгслив Givenchy,Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/2841e554-494f-4de4-bd41-2a47f46c14d9
134b6f3a-26ad-11f1-0a80-069700300759,02316,"Лонгслив Givenchy (2XL, Черный)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/2841e554-494f-4de4-bd41-2a47f46c14d9
134f35d6-26ad-11f1-0a80-069700300762,02317,"Лонгслив Givenchy (L, Черный)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/2841e554-494f-4de4-bd41-2a47f46c14d9
1352e469-26ad-11f1-0a80-06970030076b,02318,"Лонгслив Givenchy (M, Черный)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/2841e554-494f-4de4-bd41-2a47f46c14d9
1356e458-26ad-11f1-0a80-069700300774,02319,"Лонгслив Givenchy (S, Черный)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/2841e554-494f-4de4-bd41-2a47f46c14d9
135a140e-26ad-11f1-0a80-06970030077d,02320,"Лонгслив Givenchy (XL, Черный)",Лонгсливы/Bape,1300.0,0.0,True,,https://miniature-prod.moysklad.ru/miniature/87fab22b-93c2-11f0-0a80-04c3000069c0/documentminiature/2841e554-494f-4de4-bd41-2a47f46c14d9
